Match_Number,Innings,Over,Ball,Bowler,Batter,Non-Striker,Runs_Off_Bat,Extras,Extra_Type,Wicket_Type,Player_Dismissed,Fielder,Total_Team_Runs,Wickets_Lost
59,1,18,5,Mitchell Santner,Ayush Badoni,Krunal Pandya,0,0,,,,,142,7
59,1,18,6,Mitchell Santner,Ayush Badoni,Krunal Pandya,2,0,,,,,144,7
59,1,19,1,Deepak Chahar,Krunal Pandya,Ayush Badoni,0,0,,,,,144,7
59,1,19,2,Deepak Chahar,Krunal Pandya,Ayush Badoni,0,0,,,,,144,7
59,1,19,3,Deepak Chahar,Krunal Pandya,Ayush Badoni,6,0,,,,,150,7
59,1,19,4,Deepak Chahar,Krunal Pandya,Ayush Badoni,0,0,,,,,150,7
59,1,19,5,Deepak Chahar,Krunal Pandya,Ayush Badoni,0,0,,caught,Krunal Pandya,Ravindra Jadeja,150,8
59,2,0,1,Mohsin Khan,Ruturaj Gaikwad,Rachin Ravindra,0,0,,,,,0,0
59,2,0,2,Mohsin Khan,Ruturaj Gaikwad,Rachin Ravindra,0,0,,,,,0,0
59,2,0,3,Mohsin Khan,Ruturaj Gaikwad,Rachin Ravindra,0,0,,,,,0,0
59,2,0,4,Mohsin Khan,Ruturaj Gaikwad,Rachin Ravindra,0,0,,,,,0,0
59,2,0,5,Mohsin Khan,Ruturaj Gaikwad,Rachin Ravindra,6,0,,,,,6,0
59,2,0,6,Mohsin Khan,Ruturaj Gaikwad,Rachin Ravindra,1,0,,,,,7,0
59,2,1,1,Naveen-ul-Haq,Ruturaj Gaikwad,Rachin Ravindra,0,0,,,,,7,0
59,2,1,2,Naveen-ul-Haq,Ruturaj Gaikwad,Rachin Ravindra,0,0,,,,,7,0
59,2,1,3,Naveen-ul-Haq,Ruturaj Gaikwad,Rachin Ravindra,0,0,,,,,7,0
59,2,1,4,Naveen-ul-Haq,Ruturaj Gaikwad,Rachin Ravindra,0,0,,,,,7,0
59,2,1,5,Naveen-ul-Haq,Ruturaj Gaikwad,Rachin Ravindra,6,0,,,,,13,0
59,2,1,6,Naveen-ul-Haq,Ruturaj Gaikwad,Rachin Ravindra,0,0,,,,,13,0
59,2,2,1,Mohsin Khan,Rachin Ravindra,Ruturaj Gaikwad,0,0,,,,,13,0
59,2,2,2,Mohsin Khan,Rachin Ravindra,Ruturaj Gaikwad,6,0,,,,,19,0
59,2,2,3,Mohsin Khan,Rachin Ravindra,Ruturaj Gaikwad,1,0,,,,,20,0
59,2,2,4,Mohsin Khan,Ruturaj Gaikwad,Rachin Ravindra,3,0,,,,,23,0
59,2,2,5,Mohsin Khan,Rachin Ravindra,Ruturaj Gaikwad,1,0,,,,,24,0
59,2,2,6,Mohsin Khan,Ruturaj Gaikwad,Rachin Ravindra,0,0,,,,,24,0
59,2,3,1,Marcus Stoinis,Rachin Ravindra,Ruturaj Gaikwad,4,0,,,,,28,0
59,2,3,2,Marcus Stoinis,Rachin Ravindra,Ruturaj Gaikwad,0,0,,,,,28,0
59,2,3,3,Marcus Stoinis,Rachin Ravindra,Ruturaj Gaikwad,0,0,,,,,28,0
59,2,3,4,Marcus Stoinis,Rachin Ravindra,Ruturaj Gaikwad,3,0,,,,,31,0
59,2,3,5,Marcus Stoinis,Ruturaj Gaikwad,Rachin Ravindra,0,0,,,,,31,0
59,2,3,6,Marcus Stoinis,Ruturaj Gaikwad,Rachin Ravindra,1,0,,,,,32,0
59,2,4,1,Mohsin Khan,Ruturaj Gaikwad,Rachin Ravindra,1,0,,,,,33,0
59,2,4,2,Mohsin Khan,Rachin Ravindra,Ruturaj Gaikwad,6,0,,,,,39,0
59,2,4,3,Mohsin Khan,Rachin Ravindra,Ruturaj Gaikwad,0,1,legbye,,,,40,0
59,2,4,4,Mohsin Khan,Rachin Ravindra,Ruturaj Gaikwad,0,0,,,,,40,0
59,2,4,5,Mohsin Khan,Rachin Ravindra,Ruturaj Gaikwad,1,0,,,,,41,0
59,2,4,6,Mohsin Khan,Ruturaj Gaikwad,Rachin Ravindra,2,0,,,,,43,0
59,2,5,1,Yash Thakur,Rachin Ravindra,Ruturaj Gaikwad,4,0,,,,,47,0
59,2,5,2,Yash Thakur,Rachin Ravindra,Ruturaj Gaikwad,4,0,,,,,51,0
59,2,5,3,Yash Thakur,Rachin Ravindra,Ruturaj Gaikwad,0,0,,caught,Rachin Ravindra,Deepak Hooda,51,1
59,2,5,4,Yash Thakur,Shivam Dube,Ruturaj Gaikwad,4,0,,,,,55,1
59,2,5,5,Yash Thakur,Shivam Dube,Ruturaj Gaikwad,2,0,,,,,57,1
59,2,5,6,Yash Thakur,Shivam Dube,Ruturaj Gaikwad,0,0,,,,,57,1
59,2,6,1,Marcus Stoinis,Ruturaj Gaikwad,Shivam Dube,4,0,,,,,61,1
59,2,6,2,Marcus Stoinis,Ruturaj Gaikwad,Shivam Dube,2,0,,,,,63,1
59,2,6,3,Marcus Stoinis,Ruturaj Gaikwad,Shivam Dube,0,0,,,,,63,1
59,2,6,4,Marcus Stoinis,Ruturaj Gaikwad,Shivam Dube,0,0,,,,,63,1
59,2,6,5,Marcus Stoinis,Ruturaj Gaikwad,Shivam Dube,0,0,,,,,63,1
59,2,6,6,Marcus Stoinis,Ruturaj Gaikwad,Shivam Dube,2,0,,,,,65,1
59,2,7,1,Ravi Bishnoi,Shivam Dube,Ruturaj Gaikwad,2,0,,,,,67,1
59,2,7,2,Ravi Bishnoi,Shivam Dube,Ruturaj Gaikwad,1,0,,,,,68,1
59,2,7,3,Ravi Bishnoi,Ruturaj Gaikwad,Shivam Dube,4,0,,,,,72,1
59,2,7,4,Ravi Bishnoi,Ruturaj Gaikwad,Shivam Dube,1,0,,,,,73,1
59,2,7,5,Ravi Bishnoi,Shivam Dube,Ruturaj Gaikwad,1,0,,,,,74,1
59,2,7,6,Ravi Bishnoi,Ruturaj Gaikwad,Shivam Dube,0,0,,,,,74,1
59,2,8,1,Naveen-ul-Haq,Shivam Dube,Ruturaj Gaikwad,1,0,,,,,75,1
59,2,8,2,Naveen-ul-Haq,Ruturaj Gaikwad,Shivam Dube,0,0,,lbw,Ruturaj Gaikwad,Nicholas Pooran,75,2
59,2,8,3,Naveen-ul-Haq,Ravindra Jadeja,Shivam Dube,0,0,,,,,75,2
59,2,8,4,Naveen-ul-Haq,Ravindra Jadeja,Shivam Dube,3,0,,,,,78,2
59,2,8,5,Naveen-ul-Haq,Shivam Dube,Ravindra Jadeja,1,0,,,,,79,2
59,2,8,6,Naveen-ul-Haq,Ravindra Jadeja,Shivam Dube,3,0,,,,,82,2
59,2,9,1,Marcus Stoinis,Ravindra Jadeja,Shivam Dube,0,0,,,,,82,2
59,2,9,2,Marcus Stoinis,Ravindra Jadeja,Shivam Dube,0,0,,,,,82,2
59,2,9,3,Marcus Stoinis,Ravindra Jadeja,Shivam Dube,1,0,,,,,83,2
59,2,9,4,Marcus Stoinis,Shivam Dube,Ravindra Jadeja,0,0,,,,,83,2
59,2,9,5,Marcus Stoinis,Shivam Dube,Ravindra Jadeja,3,0,,,,,86,2
59,2,9,6,Marcus Stoinis,Ravindra Jadeja,Shivam Dube,0,0,,lbw,Ravindra Jadeja,Krunal Pandya,86,3
59,2,10,1,Yash Thakur,Shivam Dube,MS Dhoni,1,0,,,,,87,3
59,2,10,2,Yash Thakur,MS Dhoni,Shivam Dube,0,0,,,,,87,3
59,2,10,3,Yash Thakur,MS Dhoni,Shivam Dube,1,0,,,,,88,3
59,2,10,4,Yash Thakur,Shivam Dube,MS Dhoni,2,0,,,,,90,3
59,2,10,5,Yash Thakur,Shivam Dube,MS Dhoni,0,0,,,,,90,3
59,2,10,6,Yash Thakur,Shivam Dube,MS Dhoni,1,0,,,,,91,3
59,2,11,1,Mohsin Khan,Shivam Dube,MS Dhoni,4,0,,,,,95,3
59,2,11,2,Mohsin Khan,Shivam Dube,MS Dhoni,0,0,,,,,95,3
59,2,11,3,Mohsin Khan,Shivam Dube,MS Dhoni,0,0,,,,,95,3
59,2,11,4,Mohsin Khan,Shivam Dube,MS Dhoni,0,0,,,,,95,3
59,2,11,5,Mohsin Khan,Shivam Dube,MS Dhoni,0,0,,,,,95,3
59,2,11,6,Mohsin Khan,Shivam Dube,MS Dhoni,0,0,,,,,95,3
59,2,12,1,Marcus Stoinis,MS Dhoni,Shivam Dube,0,0,,,,,95,3
59,2,12,2,Marcus Stoinis,MS Dhoni,Shivam Dube,6,0,,,,,101,3
59,2,12,3,Marcus Stoinis,MS Dhoni,Shivam Dube,1,0,,,,,102,3
59,2,12,4,Marcus Stoinis,Shivam Dube,MS Dhoni,6,0,,,,,108,3
59,2,12,5,Marcus Stoinis,Shivam Dube,MS Dhoni,3,0,,,,,111,3
59,2,12,6,Marcus Stoinis,MS Dhoni,Shivam Dube,0,0,,,,,111,3
59,2,13,1,Yash Thakur,Shivam Dube,MS Dhoni,3,0,,,,,114,3
59,2,13,2,Yash Thakur,MS Dhoni,Shivam Dube,1,0,,,,,115,3
59,2,13,3,Yash Thakur,Shivam Dube,MS Dhoni,2,0,,,,,117,3
59,2,13,4,Yash Thakur,Shivam Dube,MS Dhoni,4,0,,,,,121,3
59,2,13,5,Yash Thakur,Shivam Dube,MS Dhoni,0,1,legbye,,,,122,3
59,2,13,6,Yash Thakur,Shivam Dube,MS Dhoni,0,0,,,,,122,3
59,2,14,1,Naveen-ul-Haq,MS Dhoni,Shivam Dube,0,0,,,,,122,3
59,2,14,2,Naveen-ul-Haq,MS Dhoni,Shivam Dube,0,0,,,,,122,3
59,2,14,3,Naveen-ul-Haq,MS Dhoni,Shivam Dube,2,0,,,,,124,3
59,2,14,4,Naveen-ul-Haq,MS Dhoni,Shivam Dube,0,0,,lbw,MS Dhoni,Marcus Stoinis,124,4
59,2,14,5,Naveen-ul-Haq,Sameer Rizvi,Shivam Dube,3,0,,,,,127,4
59,2,14,6,Naveen-ul-Haq,Shivam Dube,Sameer Rizvi,0,1,bye,,,,128,4
59,2,15,1,Naveen-ul-Haq,Sameer Rizvi,Shivam Dube,4,0,,,,,132,4
59,2,15,2,Naveen-ul-Haq,Sameer Rizvi,Shivam Dube,2,0,,,,,134,4
59,2,15,3,Naveen-ul-Haq,Sameer Rizvi,Shivam Dube,0,0,,,,,134,4
59,2,15,4,Naveen-ul-Haq,Sameer Rizvi,Shivam Dube,1,0,,,,,135,4
59,2,15,5,Naveen-ul-Haq,Shivam Dube,Sameer Rizvi,0,0,,,,,135,4
59,2,15,6,Naveen-ul-Haq,Shivam Dube,Sameer Rizvi,0,0,,,,,135,4
59,2,16,1,Naveen-ul-Haq,Sameer Rizvi,Shivam Dube,2,0,,,,,137,4
59,2,16,2,Naveen-ul-Haq,Sameer Rizvi,Shivam Dube,6,0,,,,,143,4
59,2,16,3,Naveen-ul-Haq,Sameer Rizvi,Shivam Dube,0,0,,,,,143,4
59,2,16,4,Naveen-ul-Haq,Sameer Rizvi,Shivam Dube,0,0,,,,,143,4
59,2,16,5,Naveen-ul-Haq,Sameer Rizvi,Shivam Dube,1,0,,,,,144,4
59,2,16,6,Naveen-ul-Haq,Shivam Dube,Sameer Rizvi,0,1,noball,,,,145,4
59,2,16,6,Naveen-ul-Haq,Shivam Dube,Sameer Rizvi,6,0,,,,,151,4
60,1,0,1,Rahul Chahar,Virat Kohli,Venkatesh Iyer,1,0,,,,,1,0
60,1,0,2,Rahul Chahar,Venkatesh Iyer,Virat Kohli,2,0,,,,,3,0
60,1,0,3,Rahul Chahar,Venkatesh Iyer,Virat Kohli,2,0,,,,,5,0
60,1,0,4,Rahul Chahar,Venkatesh Iyer,Virat Kohli,0,0,,,,,5,0
60,1,0,5,Rahul Chahar,Venkatesh Iyer,Virat Kohli,0,0,,,,,5,0
60,1,0,6,Rahul Chahar,Venkatesh Iyer,Virat Kohli,0,0,,,,,5,0
60,1,1,1,Kagiso Rabada,Virat Kohli,Venkatesh Iyer,0,0,,,,,5,0
60,1,1,2,Kagiso Rabada,Virat Kohli,Venkatesh Iyer,3,0,,,,,8,0
60,1,1,3,Kagiso Rabada,Venkatesh Iyer,Virat Kohli,1,0,,,,,9,0
60,1,1,4,Kagiso Rabada,Virat Kohli,Venkatesh Iyer,0,1,wide,,,,10,0
60,1,1,4,Kagiso Rabada,Virat Kohli,Venkatesh Iyer,0,0,,,,,10,0
60,1,1,5,Kagiso Rabada,Virat Kohli,Venkatesh Iyer,2,0,,,,,12,0
60,1,1,6,Kagiso Rabada,Virat Kohli,Venkatesh Iyer,0,0,,,,,12,0
60,1,2,1,Rahul Chahar,Venkatesh Iyer,Virat Kohli,2,0,,,,,14,0
60,1,2,2,Rahul Chahar,Venkatesh Iyer,Virat Kohli,0,0,,,,,14,0
60,1,2,3,Rahul Chahar,Venkatesh Iyer,Virat Kohli,0,0,,,,,14,0
60,1,2,4,Rahul Chahar,Venkatesh Iyer,Virat Kohli,2,0,,,,,16,0
60,1,2,5,Rahul Chahar,Venkatesh Iyer,Virat Kohli,1,0,,,,,17,0
60,1,2,6,Rahul Chahar,Virat Kohli,Venkatesh Iyer,1,0,,,,,18,0
60,1,3,1,Sam Curran,Virat Kohli,Venkatesh Iyer,1,0,,,,,19,0
60,1,3,2,Sam Curran,Venkatesh Iyer,Virat Kohli,0,0,,,,,19,0
60,1,3,3,Sam Curran,Venkatesh Iyer,Virat Kohli,1,0,,,,,20,0
60,1,3,4,Sam Curran,Virat Kohli,Venkatesh Iyer,0,0,,,,,20,0
60,1,3,5,Sam Curran,Virat Kohli,Venkatesh Iyer,0,0,,,,,20,0
60,1,3,6,Sam Curran,Virat Kohli,Venkatesh Iyer,0,0,,,,,20,0
60,1,4,1,Kagiso Rabada,Venkatesh Iyer,Virat Kohli,0,0,,,,,20,0
60,1,4,2,Kagiso Rabada,Venkatesh Iyer,Virat Kohli,2,0,,,,,22,0
60,1,4,3,Kagiso Rabada,Venkatesh Iyer,Virat Kohli,1,0,,,,,23,0
60,1,4,4,Kagiso Rabada,Virat Kohli,Venkatesh Iyer,3,0,,,,,26,0
60,1,4,5,Kagiso Rabada,Venkatesh Iyer,Virat Kohli,6,0,,,,,32,0
60,1,4,6,Kagiso Rabada,Venkatesh Iyer,Virat Kohli,3,0,,,,,35,0
60,1,5,1,Rahul Chahar,Venkatesh Iyer,Virat Kohli,4,0,,,,,39,0
60,1,5,2,Rahul Chahar,Venkatesh Iyer,Virat Kohli,2,0,,,,,41,0
60,1,5,3,Rahul Chahar,Venkatesh Iyer,Virat Kohli,0,0,,,,,41,0
60,1,5,4,Rahul Chahar,Venkatesh Iyer,Virat Kohli,0,0,,,,,41,0
60,1,5,5,Rahul Chahar,Venkatesh Iyer,Virat Kohli,1,0,,,,,42,0
60,1,5,6,Rahul Chahar,Virat Kohli,Venkatesh Iyer,0,0,,,,,42,0
60,1,6,1,Sam Curran,Venkatesh Iyer,Virat Kohli,3,0,,,,,45,0
60,1,6,2,Sam Curran,Virat Kohli,Venkatesh Iyer,0,0,,,,,45,0
60,1,6,3,Sam Curran,Virat Kohli,Venkatesh Iyer,0,0,,,,,45,0
60,1,6,4,Sam Curran,Virat Kohli,Venkatesh Iyer,1,0,,,,,46,0
60,1,6,5,Sam Curran,Venkatesh Iyer,Virat Kohli,2,0,,,,,48,0
60,1,6,6,Sam Curran,Venkatesh Iyer,Virat Kohli,0,0,,lbw,Venkatesh Iyer,Shashank Singh,48,1
60,1,7,1,Sam Curran,Virat Kohli,Devdutt Padikkal,4,0,,,,,52,1
60,1,7,2,Sam Curran,Virat Kohli,Devdutt Padikkal,1,0,,,,,53,1
60,1,7,3,Sam Curran,Devdutt Padikkal,Virat Kohli,1,0,,,,,54,1
60,1,7,4,Sam Curran,Virat Kohli,Devdutt Padikkal,0,0,,,,,54,1
60,1,7,5,Sam Curran,Virat Kohli,Devdutt Padikkal,6,0,,,,,60,1
60,1,7,6,Sam Curran,Virat Kohli,Devdutt Padikkal,2,0,,,,,62,1
60,1,8,1,Sam Curran,Devdutt Padikkal,Virat Kohli,4,0,,,,,66,1
60,1,8,2,Sam Curran,Devdutt Padikkal,Virat Kohli,0,0,,,,,66,1
60,1,8,3,Sam Curran,Devdutt Padikkal,Virat Kohli,0,0,,,,,66,1
60,1,8,4,Sam Curran,Devdutt Padikkal,Virat Kohli,0,0,,,,,66,1
60,1,8,5,Sam Curran,Devdutt Padikkal,Virat Kohli,3,0,,,,,69,1
60,1,8,6,Sam Curran,Virat Kohli,Devdutt Padikkal,0,0,,,,,69,1
60,1,9,1,Arshdeep Singh,Devdutt Padikkal,Virat Kohli,3,0,,,,,72,1
60,1,9,2,Arshdeep Singh,Virat Kohli,Devdutt Padikkal,0,0,,,,,72,1
60,1,9,3,Arshdeep Singh,Virat Kohli,Devdutt Padikkal,0,0,,,,,72,1
60,1,9,4,Arshdeep Singh,Virat Kohli,Devdutt Padikkal,0,0,,,,,72,1
60,1,9,5,Arshdeep Singh,Virat Kohli,Devdutt Padikkal,0,0,,,,,72,1
60,1,9,6,Arshdeep Singh,Virat Kohli,Devdutt Padikkal,2,0,,,,,74,1
60,1,10,1,Arshdeep Singh,Devdutt Padikkal,Virat Kohli,0,0,,caught,Devdutt Padikkal,Sam Curran,74,2
60,1,10,2,Arshdeep Singh,Rajat Patidar,Virat Kohli,0,0,,bowled,Rajat Patidar,Shikhar Dhawan,74,3
60,1,10,3,Arshdeep Singh,Krunal Pandya,Virat Kohli,0,0,,,,,74,3
60,1,10,4,Arshdeep Singh,Krunal Pandya,Virat Kohli,1,0,,,,,75,3
60,1,10,5,Arshdeep Singh,Virat Kohli,Krunal Pandya,1,0,,,,,76,3
60,1,10,6,Arshdeep Singh,Krunal Pandya,Virat Kohli,6,0,,,,,82,3
60,1,11,1,Sam Curran,Virat Kohli,Krunal Pandya,2,0,,,,,84,3
60,1,11,2,Sam Curran,Virat Kohli,Krunal Pandya,2,0,,,,,86,3
60,1,11,3,Sam Curran,Virat Kohli,Krunal Pandya,4,0,,,,,90,3
60,1,11,4,Sam Curran,Virat Kohli,Krunal Pandya,1,0,,,,,91,3
60,1,11,5,Sam Curran,Krunal Pandya,Virat Kohli,0,0,,,,,91,3
60,1,11,6,Sam Curran,Krunal Pandya,Virat Kohli,0,1,wide,,,,92,3
60,1,11,6,Sam Curran,Krunal Pandya,Virat Kohli,1,0,,,,,93,3
60,1,12,1,Harshal Patel,Krunal Pandya,Virat Kohli,0,0,,,,,93,3
60,1,12,2,Harshal Patel,Krunal Pandya,Virat Kohli,4,0,,,,,97,3
60,1,12,3,Harshal Patel,Krunal Pandya,Virat Kohli,0,0,,,,,97,3
60,1,12,4,Harshal Patel,Krunal Pandya,Virat Kohli,1,0,,,,,98,3
60,1,12,5,Harshal Patel,Virat Kohli,Krunal Pandya,0,0,,,,,98,3
60,1,12,6,Harshal Patel,Virat Kohli,Krunal Pandya,0,0,,stumped,Virat Kohli,Jonny Bairstow,98,4
60,1,13,1,Harshal Patel,Krunal Pandya,Tim David,2,0,,,,,100,4
60,1,13,2,Harshal Patel,Krunal Pandya,Tim David,0,0,,bowled,Krunal Pandya,Liam Livingstone,100,5
60,1,13,3,Harshal Patel,Jitesh Sharma,Tim David,0,0,,bowled,Jitesh Sharma,Shikhar Dhawan,100,6
60,1,13,4,Harshal Patel,Dinesh Karthik,Tim David,2,0,,,,,102,6
60,1,13,5,Harshal Patel,Dinesh Karthik,Tim David,0,0,,,,,102,6
60,1,13,6,Harshal Patel,Dinesh Karthik,Tim David,0,0,,,,,102,6
60,1,14,1,Arshdeep Singh,Tim David,Dinesh Karthik,0,0,,,,,102,6
60,1,14,2,Arshdeep Singh,Tim David,Dinesh Karthik,3,0,,,,,105,6
60,1,14,3,Arshdeep Singh,Dinesh Karthik,Tim David,1,0,,,,,106,6
60,1,14,4,Arshdeep Singh,Tim David,Dinesh Karthik,1,0,,,,,107,6
60,1,14,5,Arshdeep Singh,Dinesh Karthik,Tim David,0,0,,bowled,Dinesh Karthik,Sam Curran,107,7
60,1,15,1,Rahul Chahar,Tim David,Dinesh Karthik,3,0,,,,,110,7
60,1,15,2,Rahul Chahar,Dinesh Karthik,Tim David,0,0,,,,,110,7
60,1,15,3,Rahul Chahar,Dinesh Karthik,Tim David,2,0,,,,,112,7
60,1,15,4,Rahul Chahar,Dinesh Karthik,Tim David,0,0,,,,,112,7
60,1,15,5,Rahul Chahar,Dinesh Karthik,Tim David,2,0,,,,,114,7
60,1,15,6,Rahul Chahar,Dinesh Karthik,Tim David,1,0,,,,,115,7
60,1,16,1,Kagiso Rabada,Dinesh Karthik,Tim David,1,0,,,,,116,7
60,1,16,2,Kagiso Rabada,Tim David,Dinesh Karthik,0,0,,,,,116,7
60,1,16,3,Kagiso Rabada,Tim David,Dinesh Karthik,4,0,,,,,120,7
60,1,16,4,Kagiso Rabada,Tim David,Dinesh Karthik,0,0,,,,,120,7
60,1,16,5,Kagiso Rabada,Tim David,Dinesh Karthik,0,1,legbye,,,,121,7
60,1,16,6,Kagiso Rabada,Tim David,Dinesh Karthik,0,0,,,,,121,7
60,1,17,1,Rahul Chahar,Dinesh Karthik,Tim David,0,1,wide,,,,122,7
60,1,17,1,Rahul Chahar,Dinesh Karthik,Tim David,1,0,,,,,123,7
60,1,17,2,Rahul Chahar,Tim David,Dinesh Karthik,0,0,,caught,Tim David,Shikhar Dhawan,123,8
60,1,18,1,Kagiso Rabada,Dinesh Karthik,Tim David,0,0,,,,,123,8
60,1,18,2,Kagiso Rabada,Dinesh Karthik,Tim David,0,0,,,,,123,8
60,1,18,3,Kagiso Rabada,Dinesh Karthik,Tim David,0,0,,,,,123,8
60,1,18,4,Kagiso Rabada,Dinesh Karthik,Tim David,0,0,,,,,123,8
60,1,18,5,Kagiso Rabada,Dinesh Karthik,Tim David,0,0,,,,,123,8
60,1,18,6,Kagiso Rabada,Dinesh Karthik,Tim David,0,0,,,,,123,8
60,1,19,1,Arshdeep Singh,Tim David,Dinesh Karthik,0,0,,,,,123,8
60,1,19,2,Arshdeep Singh,Tim David,Dinesh Karthik,0,0,,,,,123,8
60,1,19,3,Arshdeep Singh,Tim David,Dinesh Karthik,2,0,,,,,125,8
60,1,19,4,Arshdeep Singh,Tim David,Dinesh Karthik,0,0,,run out,Dinesh Karthik,Ashutosh Sharma,125,9
60,2,0,1,Venkatesh Iyer,Shikhar Dhawan,Jonny Bairstow,3,0,,,,,3,0
60,2,0,2,Venkatesh Iyer,Jonny Bairstow,Shikhar Dhawan,1,0,,,,,4,0
60,2,0,3,Venkatesh Iyer,Shikhar Dhawan,Jonny Bairstow,1,0,,,,,5,0
60,2,0,4,Venkatesh Iyer,Jonny Bairstow,Shikhar Dhawan,6,0,,,,,11,0
60,2,0,5,Venkatesh Iyer,Jonny Bairstow,Shikhar Dhawan,0,0,,,,,11,0
60,2,0,6,Venkatesh Iyer,Jonny Bairstow,Shikhar Dhawan,0,0,,,,,11,0
60,2,1,1,Venkatesh Iyer,Shikhar Dhawan,Jonny Bairstow,0,0,,,,,11,0
60,2,1,2,Venkatesh Iyer,Shikhar Dhawan,Jonny Bairstow,0,0,,,,,11,0
60,2,1,3,Venkatesh Iyer,Shikhar Dhawan,Jonny Bairstow,4,0,,,,,15,0
60,2,1,4,Venkatesh Iyer,Shikhar Dhawan,Jonny Bairstow,3,0,,,,,18,0
60,2,1,5,Venkatesh Iyer,Jonny Bairstow,Shikhar Dhawan,1,0,,,,,19,0
60,2,1,6,Venkatesh Iyer,Shikhar Dhawan,Jonny Bairstow,0,0,,,,,19,0
60,2,2,1,Venkatesh Iyer,Jonny Bairstow,Shikhar Dhawan,6,0,,,,,25,0
60,2,2,2,Venkatesh Iyer,Jonny Bairstow,Shikhar Dhawan,1,0,,,,,26,0
60,2,2,3,Venkatesh Iyer,Shikhar Dhawan,Jonny Bairstow,0,1,noball,,,,27,0
60,2,2,3,Venkatesh Iyer,Shikhar Dhawan,Jonny Bairstow,0,0,,,,,27,0
60,2,2,4,Venkatesh Iyer,Shikhar Dhawan,Jonny Bairstow,0,1,wide,,,,28,0
60,2,2,4,Venkatesh Iyer,Shikhar Dhawan,Jonny Bairstow,1,0,,,,,29,0
60,2,2,5,Venkatesh Iyer,Jonny Bairstow,Shikhar Dhawan,2,0,,,,,31,0
60,2,2,6,Venkatesh Iyer,Jonny Bairstow,Shikhar Dhawan,3,0,,,,,34,0
60,2,3,1,Krunal Pandya,Jonny Bairstow,Shikhar Dhawan,0,0,,run out,Shikhar Dhawan,Virat Kohli,34,1
60,2,3,2,Krunal Pandya,Jonny Bairstow,Liam Livingstone,4,0,,,,,38,1
60,2,3,3,Krunal Pandya,Jonny Bairstow,Liam Livingstone,2,0,,,,,40,1
60,2,3,4,Krunal Pandya,Jonny Bairstow,Liam Livingstone,3,0,,,,,43,1
60,2,3,5,Krunal Pandya,Liam Livingstone,Jonny Bairstow,1,0,,,,,44,1
60,2,3,6,Krunal Pandya,Jonny Bairstow,Liam Livingstone,0,0,,,,,44,1
60,2,4,1,Bhuvneshwar Kumar,Liam Livingstone,Jonny Bairstow,1,0,,,,,45,1
60,2,4,2,Bhuvneshwar Kumar,Jonny Bairstow,Liam Livingstone,2,0,,,,,47,1
60,2,4,3,Bhuvneshwar Kumar,Jonny Bairstow,Liam Livingstone,4,0,,,,,51,1
60,2,4,4,Bhuvneshwar Kumar,Jonny Bairstow,Liam Livingstone,0,0,,,,,51,1
60,2,4,5,Bhuvneshwar Kumar,Jonny Bairstow,Liam Livingstone,6,0,,,,,57,1
60,2,4,6,Bhuvneshwar Kumar,Jonny Bairstow,Liam Livingstone,0,0,,,,,57,1
60,2,5,1,Venkatesh Iyer,Liam Livingstone,Jonny Bairstow,0,0,,,,,57,1
60,2,5,2,Venkatesh Iyer,Liam Livingstone,Jonny Bairstow,0,0,,,,,57,1
60,2,5,3,Venkatesh Iyer,Liam Livingstone,Jonny Bairstow,1,0,,,,,58,1
60,2,5,4,Venkatesh Iyer,Jonny Bairstow,Liam Livingstone,0,0,,lbw,Jonny Bairstow,Venkatesh Iyer,58,2
60,2,5,5,Venkatesh Iyer,Sam Curran,Liam Livingstone,0,0,,,,,58,2
60,2,5,6,Venkatesh Iyer,Sam Curran,Liam Livingstone,0,0,,,,,58,2
60,2,6,1,Josh Hazlewood,Liam Livingstone,Sam Curran,0,0,,,,,58,2
60,2,6,2,Josh Hazlewood,Liam Livingstone,Sam Curran,2,0,,,,,60,2
60,2,6,3,Josh Hazlewood,Liam Livingstone,Sam Curran,0,0,,,,,60,2
60,2,6,4,Josh Hazlewood,Liam Livingstone,Sam Curran,0,0,,,,,60,2
60,2,6,5,Josh Hazlewood,Liam Livingstone,Sam Curran,4,0,,,,,64,2
60,2,6,6,Josh Hazlewood,Liam Livingstone,Sam Curran,0,1,bye,,,,65,2
60,2,7,1,Rasikh Salam,Sam Curran,Liam Livingstone,1,0,,,,,66,2
60,2,7,2,Rasikh Salam,Liam Livingstone,Sam Curran,2,0,,,,,68,2
60,2,7,3,Rasikh Salam,Liam Livingstone,Sam Curran,0,0,,,,,68,2
60,2,7,4,Rasikh Salam,Liam Livingstone,Sam Curran,0,1,noball,,,,69,2
60,2,7,4,Rasikh Salam,Liam Livingstone,Sam Curran,1,0,,,,,70,2
60,2,7,5,Rasikh Salam,Sam Curran,Liam Livingstone,0,0,,,,,70,2
60,2,7,6,Rasikh Salam,Sam Curran,Liam Livingstone,0,0,,,,,70,2
60,2,8,1,Venkatesh Iyer,Liam Livingstone,Sam Curran,6,0,,,,,76,2
60,2,8,2,Venkatesh Iyer,Liam Livingstone,Sam Curran,1,0,,,,,77,2
60,2,8,3,Venkatesh Iyer,Sam Curran,Liam Livingstone,0,1,bye,,,,78,2
60,2,8,4,Venkatesh Iyer,Sam Curran,Liam Livingstone,2,0,,,,,80,2
